PATH,DIRECTORY,FILENAME,EXTENSION,BYTES,MTIME,MODDATE,MD5,SHA1,SHA256
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0256.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0256.pdf,PDF,368020,1488815355,2017-03-06T10:49:15,7e7765065c4b4dca878567ac204867fe,d36d0d09da59ca38ca218e7b974f89c73b6b3c27,74dd847383e47b1928293b9371d15bc1df74d1c7a3b931281ea9e942efb5a2ce
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0242.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0242.pdf,PDF,347529,1488815320,2017-03-06T10:48:40,bfd5da2dace7630dc03b42a33696c3d0,1c13d7aa46170a0ae94a645a7db5386fc248e99c,1ba2108a4f816dba2933359fe298674812fe40e2638695eddb7fcc1e3fa0173e
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0295.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0295.pdf,PDF,406212,1488815449,2017-03-06T10:50:49,99935f875fba410c07f475a2592cdd5f,81d01912b89fac98f81827f852b66cfb7322b1ee,f4da29a7bf42cb9f88cc3138571cd54106962f8534eac8a6976e4f7a522cb2a9
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0281.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0281.pdf,PDF,525006,1488815416,2017-03-06T10:50:16,99b4edc7d5a96af9755045dc55753dd6,bf0d9f7337f4fdd207c8fb3c9648a9bd52f94642,0fb46859a4f20b555b8086229de12668c8af5c4ec2312a237f6587b9cf10a9be
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0297.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0297.pdf,PDF,446316,1488815453,2017-03-06T10:50:53,d95d7c28d7eed97deb79c171d24797ed,2365451667fa336937824b632275a8d05db6d265,f6d67fb52d9e0394215c7c5082c9ab245c53e6b6c43c8b43b9874b1c78ef7163
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0283.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0283.pdf,PDF,400951,1488815420,2017-03-06T10:50:20,d897a315791170ee8da24c664c330b4b,4fa5223fd4e01494b381a423ea384c31dead3728,312691f53f3c9a0c08a91556b8a5b73437b19e9d5e3322c8470da502f8255490
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0254.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0254.pdf,PDF,625192,1488815353,2017-03-06T10:49:13,2b375137a18d501520c450e6d05ae5e4,145fdf4637825dd3a357e9f191b21539e2be0b3e,df9e61f8e86c5be841f956859954fa69eb497326510d288ac6e9f244a3c31e80
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0240.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0240.pdf,PDF,571829,1488815317,2017-03-06T10:48:37,fc84b1efbea643d926a374197e3a5d85,fca146c55315e2d27169d38cef98619833936725,7dcfbc942768981541a4d2deff206aa81cf6a85b881b3ae65aa5b5026a5fb89a
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0268.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0268.pdf,PDF,624669,1488815385,2017-03-06T10:49:45,fb3dbcd5efa21c6582faf43c379f69ec,6a4c0e7a415920050fc732b76ca5b84828a9581d,78288188b9c17b4023186ae393949efd0031895ec70f88b51571ba77c2ec6303
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0269.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0269.pdf,PDF,633865,1488815386,2017-03-06T10:49:46,da3ffe31bab3453811d6ab94cd68635f,f5bb5b9fc1eee17345efa2a664b0046b84a76c75,fcb2e6ce4cbbeac45265db1854fab3ffa6315cd2638b851e972eeef23e29e952
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0241.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0241.pdf,PDF,419607,1488815319,2017-03-06T10:48:39,760332c0e213bfb54a6aa801343e7a22,9c243169e3508c8b8db9e23a8346b130eb3f1b97,09ba10d1aed42ced6af23daa47adb7262e85f71e2b0681594d979a0f69970b6f
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0255.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0255.pdf,PDF,352134,1488815354,2017-03-06T10:49:14,c8ef253fcaed214fa2586813ea381177,3888c4cb00e2e69275b8fcd0e564ee6fdd92c77a,0a96cee8821a6532c9ef886b9b6db38962f2d3e0cbb5a8dfb9f3d72985015a1c
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0282.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0282.pdf,PDF,720812,1488815418,2017-03-06T10:50:18,f8e81edf857bbd9769e0b6d147b6f0a2,7859599d7a22c586319af1f4137a9c030049b635,d1996cced259c630df37f04f3dd6c06642df9f5b638bd796b06b2336918e4b43
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0296.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0296.pdf,PDF,571672,1488815452,2017-03-06T10:50:52,81ddd260c209a52eee1f7e2c69c0244f,5acc3d19fb60c5e2f90ee91902c4576066930948,5130de743cea7f254d088bdca3c01bf4d7326b1b58236e40186e8c47ccf89b7e
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0232.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0232.pdf,PDF,311517,1488815287,2017-03-06T10:48:07,2e35448bb562a44da79edfb05bdb7197,d87dda12d1fd2c3998667ad124291c5d054d0262,04be42791e70162ad953dbe9a2f90342b32974335807fa28adc250e0f9981c4b
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0226.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0226.pdf,PDF,338289,1488815276,2017-03-06T10:47:56,2a659ed198f87f0e5394976746d8b9b1,1604c666bf6b578c51fb544079449199f406359e,09759e887d6e6c402aa38c974ea5f338e1a89afc14bc7ad0663e5c8e3f99eb16
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0227.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0227.pdf,PDF,370741,1488815277,2017-03-06T10:47:57,8843e771366cd08d6f33c20a0af4bb0c,2fddbb2a5ad1054086e7d10bfb2991a7d7123ccf,ec9ad0a4319a0c200ad47e1589221aedfd3629b0d1bfdd7278299c92c50819a4
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0233.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0233.pdf,PDF,334457,1488815301,2017-03-06T10:48:21,d202f38f30375a56b16d32eb6e6cd150,0ed4eebd66add2c8165306b574d53080336134ef,e6adde535ae2d73abdee5b1df387ca407be15157d63a7e8856dce788141150dd
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0219.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0219.pdf,PDF,366462,1488815269,2017-03-06T10:47:49,d2399656e2d6d24eb0073ff63e0ad095,a5f13996236691a0625cf06fdef8b5810fda5cd3,95c60225e36482686fd82241e0cc4ca5a75d5a5fb75c0b135b5ac3bffea91a11
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0225.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0225.pdf,PDF,350862,1488815275,2017-03-06T10:47:55,9dcb86aa6aff6cd3b6ef09ad46b3f9f1,53a397ecc1268ac9da5c7ac0956ecdcfa3c3c80b,0349fd3167703c893cc1e4d3e097e550ed97ce6dc9d35b4f11f9db67b0fc57b8
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0231.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0231.pdf,PDF,528789,1488815284,2017-03-06T10:48:04,863fc47314fa4246799b074e6c210990,e1014a1e1906a2185b7ee477e9a3c060083d9baf,7f8ffe91153658113c59ca009bae0058c370f661c1b4f756a91915064e89f77a
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0230.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0230.pdf,PDF,326852,1488815281,2017-03-06T10:48:01,1d9a9339fdbb7354ac7a55cb9358e250,43d25f23fd8764f25f362418a43d67f94bc746d5,ff753f69c6a3196a0fc7d2d916325138574cb1fe1aa53a4f29794aaa8246b049
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0224.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0224.pdf,PDF,398735,1488815274,2017-03-06T10:47:54,f64fb3a9a95d960c1fc3c7ea9bb94200,e463db0d9715bd5916342627a66c2839fcff5081,288524fd111bc2f173c6b8720ea49804a9c5f91c380b583eb8fb5c3266bf5ada
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0218.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0218.pdf,PDF,293902,1488815268,2017-03-06T10:47:48,dcc2b41a34a691a5deb13822cad95e63,bf19eb54766720d87525294c4df7e2be53915820,81e5123363439eaa66e9ab72a15c4cdd02134401ad6fc6ef749a61070625353f
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0220.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0220.pdf,PDF,499863,1488815270,2017-03-06T10:47:50,68af0e024134f92e947c20421cdbce9a,3702e0c14e3333dc8b2a55f1a7e4878602cf0ee7,2518e0f234cd6bb2d1c88ceb59f5d3f12630a61a75fe9bfc45f5efe53ad96bbd
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0234.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0234.pdf,PDF,414793,1488815303,2017-03-06T10:48:23,0b9252a23fac3f8d534a36d234979e8b,6f6d19759a6ebb36b369fd62cba1cafa287b55a1,a2d9853bfd62b708cae8f9963a73b2d8be1beb52dbd6b286dd53400fe8510a6a
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0208.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0208.pdf,PDF,473114,1488815257,2017-03-06T10:47:37,3d56288c6f6040abfbfeda907f964d7b,7f6c3c654c4751f582efdde170c38338be846e57,c5235250fe7ef4246c42f9827b58b98f73683b347ca9a992d7214c1b2562cb3d
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0209.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0209.pdf,PDF,460289,1488815258,2017-03-06T10:47:38,d1230fd78a25af4f111efe65834cf903,2aeaf378489c617b94bc7066e81bdabed3128f58,adf2180daf1ea60a328a77040bc3c5817686208763d06798c13dadf32ff1af00
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0235.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0235.pdf,PDF,436904,1488815305,2017-03-06T10:48:25,2f18977a1450df5f81e33f80f24e3b7e,3109933a958fc0cb563b4834086d4200d257a74c,6e50ab0a9c2caf410920b4f24d75c6970b9e499c98a25ae337702e68e9deb755
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0221.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0221.pdf,PDF,380791,1488815271,2017-03-06T10:47:51,9fd1e9b8bbd740388790c47b8c520011,cb1ebcbaa75ced1f396a0f6bd3add62d7e49d390,910a32a7eeb14ca9c17f10f9b9854345fbc7d4908e8372ad677f6dd8d6acadad
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0237.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0237.pdf,PDF,353058,1488815309,2017-03-06T10:48:29,856619e45434e367da0de7424d763d80,6cc279b3d5fffb1b721428c7da9961f0550b92b3,72671739cc013956bb28c1ff098b7becff3ffaa3f323d4cb8c6ceaddef48f50e
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0223.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0223.pdf,PDF,423210,1488815273,2017-03-06T10:47:53,2199017efe22a51c008e6cabe15c6619,0a45be4b7c1f217dfcba6d9ee4e41ca087524bed,4fdd955a43931fa7d7d4c03ab809d1c286ae9dd7b61a01578b8e0cd7aeece5b5
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0222.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0222.pdf,PDF,598100,1488815272,2017-03-06T10:47:52,cbd05d857547df402a5698f1be935bc0,b4ca252916d948fe4d0edc267d9ffb42e5932607,3cd7a53fff8ac79fa917de1b42d5f889007f42eda1006a023ed79916eebc5fc7
/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299/pp_0236.pdf,/Users/westgard/Box Sync/Plant Patents Digitization Project/PDFs/200-299,pp_0236.pdf,PDF,344256,1488815307,2017-03-06T10:48:27,5cf571d53d6cfef128b6b86fa29c4a32,478a55543762f210eb62e0f55e970071a649ed47,68380e20f113ea8597014ca0acbe19b5ba380c29a4d121f5be19532c4b169d9a
